파카, 58, 143
마다, 84, 183
바아, 89, 180
나나, 63, 161
차하, 98, 165
차마, 64, 181
가나, 80, 155
카아, 55, 169
카하, 50, 197
바타, 60, 182
차라, 88, 147
차파, 61, 176
나라, 61, 188
사나, 59, 162
하파, 62, 174
라바, 61, 141
아자, 41, 170
라마, 69, 182
아가, 73, 171
카파, 91, 193
바나, 96, 188
가차, 86, 190
나마, 96, 198
사마, 78, 163
하라, 73, 142
차타, 84, 170
사파, 47, 169
다카, 59, 173
자나, 48, 145
사사, 70, 167
사마, 89, 150
자하, 70, 189
라바, 62, 153
타타, 78, 147
다차, 80, 140
나나, 77, 176
하타, 83, 195
자차, 69, 199
아자, 43, 154
자가, 40, 188
아자, 53, 153
가파, 98, 141
자바, 78, 144
아다, 50, 168
다사, 69, 159
자다, 98, 151
타차, 99, 165
바타, 99, 196
가바, 97, 143
마타, 89, 156
라아, 43, 150
가카, 77, 169
사카, 43, 158
타사, 52, 187
카바, 71, 158
하라, 82, 173
가타, 96, 147
하다, 87, 182
아가, 59, 159
타자, 74, 177
가카, 65, 156
나자, 69, 140
사타, 75, 143
하타, 53, 163
자다, 54, 172
파하, 72, 191
카마, 75, 195
마차, 60, 182
아아, 53, 165
타차, 59, 142
아라, 93, 168
자가, 65, 194
바다, 87, 147
차자, 86, 167
타아, 70, 187
자자, 98, 158
마파, 90, 181
타카, 44, 141
하타, 73, 171
사가, 51, 182
아바, 66, 151
아파, 81, 194
다타, 43, 197
타마, 66, 162
바파, 77, 195
가사, 57, 160
자타, 92, 149
나가, 65, 154
타마, 78, 169
파가, 68, 158
자사, 68, 190
사사, 70, 178
바아, 55, 179
사자, 95, 195
나바, 62, 183
타차, 89, 144
타가, 65, 151
다다, 81, 148
라카, 85, 162
카바, 42, 189
자자, 87, 186
하사, 92, 166
파가, 50, 140
자아, 88, 159
사아, 62, 181
라하, 91, 174
다바, 96, 155
가가, 71, 141
마타, 55, 179
마아, 83, 187
아나, 74, 180
아차, 63, 141
카카, 49, 177
하마, 54, 187
사하, 50, 175
자다, 99, 179
카차, 80, 167
차바, 69, 191
하바, 41, 158
다아, 70, 182
아마, 49, 185
마카, 49, 143
가다, 94, 156
카가, 58, 160
나바, 95, 154
바가, 60, 189
사사, 65, 197
나가, 66, 165
바아, 43, 154
바타, 88, 189
파가, 92, 182
아가, 71, 163
타사, 55, 167
하하, 65, 145
바나, 42, 141
아가, 70, 187
마바, 93, 146
마아, 47, 165
아라, 76, 185
사파, 96, 154
바나, 58, 184
라사, 67, 179
라라, 70, 144
자라, 83, 160
사사, 74, 194
가자, 58, 173
사카, 75, 185
자타, 71, 194
아마, 45, 165
파마, 51, 189
차타, 47, 151
다파, 95, 183
차나, 86, 156
자타, 40, 169
카다, 88, 146
아파, 98, 177
사카, 81, 149
자사, 62, 160
카하, 46, 189
라자, 78, 171
파타, 42, 145
타사, 63, 153
바카, 40, 188
사다, 59, 156
타마, 83, 173
바가, 75, 150
차하, 53, 188
자다, 98, 146
라가, 48, 161
타다, 58, 148
가나, 82, 161
라타, 62, 170
차차, 74, 182
아바, 96, 194
라아, 68, 174
라아, 59, 175
자아, 50, 172
다사, 81, 140
타라, 85, 148
아바, 54, 166
차하, 56, 154
아차, 62, 162
아라, 81, 144
카타, 82, 188
카바, 58, 197
파다, 64, 155
카타, 76, 140
카카, 62, 186
라사, 85, 180
라파, 65, 199
바차, 69, 176
자나, 69, 170
자아, 78, 192
사마, 41, 158
차타, 66, 181
자마, 46, 197
라나, 51, 185
마사, 85, 146
라마, 99, 188
차차, 60, 188
가나, 94, 178
자사, 71, 198
가나, 98, 151
마라, 55, 171
다가, 67, 177
파차, 99, 181
파카, 97, 143
다바, 71, 185
하아, 84, 178
자아, 42, 183
바나, 77, 161
하자, 72, 179
바나, 70, 195
라파, 46, 162
파라, 86, 199
아다, 98, 160
라라, 76, 191
바라, 78, 167
카차, 43, 165
나자, 55, 147
마차, 72, 155
자라, 84, 145
다가, 55, 182
라라, 43, 181
바타, 94, 194
가파, 90, 174
마아, 77, 182
차차, 67, 179
아아, 73, 186
아아, 97, 184
카사, 64, 143
파마, 54, 155
자파, 78, 141
카하, 91, 170
자자, 47, 146
파파, 52, 181
아아, 88, 156
다마, 56, 155
카바, 44, 157
마라, 47, 143
라타, 55, 167
카가, 49, 146
아파, 87, 181
아다, 57, 157
하자, 52, 170
라마, 96, 198
바나, 68, 169
자하, 73, 158
타마, 51, 150
마차, 92, 161
타라, 62, 172
사라, 71, 147
나가, 69, 191
파카, 92, 195
다타, 53, 188
하아, 52, 146
자자, 47, 153
다마, 86, 176
라차, 51, 198
사자, 74, 156
라파, 69, 159
타나, 94, 141
파타, 81, 166
가라, 54, 170
카사, 81, 197
하아, 52, 157
하자, 74, 179
자타, 73, 192
마라, 75, 194
차파, 50, 141
아나, 86, 145
아하, 88, 172
파가, 74, 196
바가, 82, 193
다타, 45, 145
가다, 41, 172
사타, 95, 162
자아, 80, 183
라차, 96, 185
사카, 69, 190
마자, 83, 169
파아, 91, 152
하아, 93, 181
마사, 48, 165
바다, 77, 153
차파, 69, 168
파가, 95, 153
다마, 54, 152
하사, 55, 174
차마, 79, 177
아차, 80, 143
가차, 77, 165
라하, 96, 157
마바, 52, 154
타나, 49, 177
마파, 70, 160
나타, 91, 150
파파, 56, 176
바자, 50, 185
바타, 61, 151
나사, 96, 186
하아, 46, 148
마차, 41, 144
가카, 98, 189
하마, 90, 170
마파, 44, 197
하나, 97, 147
하가, 45, 185
가타, 47, 159
파바, 74, 148
라가, 58, 155
라나, 61, 193
마가, 47, 184
사가, 50, 157
사가, 93, 142
나차, 64, 166
카차, 60, 172
카나, 76, 145
라차, 81, 171
아차, 48, 184
카아, 74, 155
파자, 95, 145
가아, 93, 146
파타, 77, 160
타차, 50, 152
라바, 75, 140
마하, 73, 171
다차, 83, 151
아타, 52, 174
다타, 45, 185
차차, 54, 195
바라, 89, 189
사마, 61, 179
자타, 87, 193
아나, 98, 152
바다, 75, 148
자사, 48, 146
가바, 71, 174
파파, 55, 190
가나, 47, 146
바마, 53, 199
카라, 50, 155
타사, 81, 149
라나, 51, 196
차가, 82, 196
라타, 51, 150
바자, 97, 149
마사, 46, 159
바마, 65, 185
가바, 46, 141
아나, 43, 197
가사, 62, 153
가자, 75, 199
아타, 91, 147
다차, 46, 162
차아, 80, 163
차사, 67, 171
파자, 90, 156
파사, 95, 182
타자, 89, 154
바사, 94, 178
하아, 67, 161
가차, 75, 189
가사, 94, 149
카라, 70, 147
사자, 76, 173
자바, 78, 186
가타, 85, 151
아나, 73, 179
다라, 84, 181
가바, 47, 162
라가, 96, 147
다카, 49, 186
하사, 47, 142
라파, 93, 143
차자, 58, 144
아자, 68, 158
자바, 90, 192
타자, 46, 143
자나, 52, 194
바카, 98, 187
다아, 82, 158
자마, 48, 143
차라, 88, 176
다가, 59, 171
다파, 44, 152
가가, 44, 197
아바, 75, 160
파파, 44, 196
가카, 63, 148
다차, 65, 199
차타, 50, 147
마다, 60, 182
사아, 84, 151
가차, 93, 168
카마, 97, 195
자타, 95, 158
하파, 63, 193
하파, 90, 181
다아, 85, 188
다하, 84, 147
차아, 71, 195
타파, 60, 189
파하, 46, 179
타사, 90, 197
라나, 98, 174
카파, 88, 169
자자, 78, 194
파하, 56, 148
자차, 54, 173
차자, 92, 181
라마, 64, 194
하마, 97, 194
차라, 89, 182
다하, 97, 165
나다, 61, 143
나바, 99, 151
사마, 54, 141
자나, 68, 184
사마, 66, 154
바라, 90, 196
나바, 91, 167
가파, 40, 182
타다, 40, 186
다차, 96, 187
아가, 70, 193
하가, 47, 192
마라, 40, 180
나아, 91, 163
다차, 90, 167
다파, 89, 145
자바, 82, 185
라라, 94, 165
아바, 49, 142
파사, 45, 181
마라, 89, 164
나차, 77, 197
마차, 97, 161
파자, 79, 182
카라, 49, 168
다마, 58, 185
바라, 55, 175
하차, 75, 158
자나, 63, 182
바가, 45, 141
아하, 51, 182
바라, 74, 175
마나, 40, 178
가마, 88, 199
사마, 92, 159
마타, 50, 195
바차, 99, 191
다가, 90, 156
파사, 55, 143
바자, 52, 163
사라, 72, 181
사하, 54, 153
다파, 64, 187
하자, 87, 181
가사, 43, 187
타카, 85, 168
라가, 51, 177
차마, 45, 153
바타, 50, 164
파자, 79, 195
라자, 94, 182
다하, 42, 151
하자, 88, 140
파카, 64, 179
파파, 82, 196
사카, 70, 188
가파, 64, 174
사사, 78, 149
카아, 76, 192
바사, 98, 143
자마, 53, 174
가바, 83, 148
마다, 90, 172
하나, 69, 193
하타, 58, 155
카자, 87, 179
자라, 93, 186
하타, 59, 169
하아, 76, 198
차가, 86, 179
카타, 75, 191
다라, 86, 145
나차, 71, 161
마가, 55, 159
타가, 68, 166
차라, 95, 166
가카, 67, 177
차라, 83, 144
라타, 59, 199
라가, 51, 175
파카, 52, 157
마사, 52, 160
파나, 64, 166
카나, 73, 174
가사, 47, 162
바마, 51, 179
하바, 44, 172
사사, 73, 166
하차, 52, 165
하나, 74, 164
바아, 63, 197
사나, 58, 172
사차, 85, 184
하자, 79, 190
바자, 72, 168
파카, 75, 158
나마, 90, 188
자차, 93, 154
파다, 99, 155
자나, 60, 176
라아, 90, 159
마나, 81, 194
타카, 70, 145
라파, 99, 189
타나, 46, 144
파하, 62, 164
자사, 90, 178
하카, 49, 143
사사, 80, 158
라마, 46, 160
가타, 82, 159
자하, 59, 187
가차, 65, 161
파마, 68, 141
바나, 73, 178
라다, 52, 168
다자, 64, 179
타하, 86, 183
카라, 63, 158
가다, 50, 149
마가, 78, 152
라타, 51, 180
바라, 44, 172
라카, 70, 190
나나, 45, 195
다아, 84, 194
사라, 72, 146
하차, 89, 176
다사, 83, 177
타타, 65, 184
가다, 59, 193
라하, 77, 154
카가, 98, 164
타자, 87, 172
카사, 83, 184
파하, 64, 183
사나, 54, 164
사다, 63, 192
자사, 84, 163
아라, 80, 146
라타, 96, 187
자라, 73, 192
마카, 45, 142
나라, 78, 163
파사, 51, 190
가사, 65, 179
자나, 77, 191
자가, 99, 178
다하, 72, 186
가가, 94, 174
타자, 83, 148
파바, 56, 195
라나, 77, 198
타마, 74, 162
나카, 49, 176
라파, 95, 194
차사, 76, 148
아타, 58, 156
바마, 50, 191
카다, 89, 153
자나, 45, 153
나하, 45, 149
바나, 97, 155
라마, 96, 196
나차, 48, 186
가바, 84, 178
타나, 74, 199
바하, 65, 142
아자, 71, 145
바나, 40, 153
가다, 47, 169
마자, 99, 181
파파, 97, 161
가차, 88, 146
사하, 57, 142
카마, 45, 169
가파, 56, 169
사차, 84, 172
파차, 45, 165
다다, 59, 194
가파, 63, 167
사나, 48, 161
마라, 50, 174
카사, 59, 147
카나, 71, 154
가카, 88, 183
나아, 75, 183
바타, 53, 196
파다, 47, 188
바라, 48, 188
파차, 88, 198
가하, 77, 152
카하, 45, 189
다파, 47, 185
아아, 63, 152
가아, 77, 179
아바, 50, 189
사나, 95, 167
사아, 77, 151
사차, 49, 174
파파, 40, 178
하차, 58, 158
타가, 57, 167
가사, 51, 162
가바, 88, 165
자다, 54, 153
바사, 44, 195
다가, 94, 144
마자, 74, 198
하아, 86, 143
라가, 98, 195
다차, 64, 192
사카, 92, 145
파라, 86, 154
하다, 86, 195
바카, 76, 184
라사, 76, 156
가파, 91, 180
자타, 81, 171
카타, 47, 140
아마, 94, 147
나타, 71, 177
차파, 81, 165
자카, 46, 180
자라, 67, 155
자다, 77, 187
카사, 91, 197
아파, 61, 197
사자, 91, 157
사하, 65, 198
아차, 96, 199
가가, 79, 197
나파, 66, 181
파자, 87, 148
마자, 70, 150
카다, 98, 180
라파, 91, 180
파아, 75, 147
가나, 78, 187
하파, 91, 180
라마, 66, 190
라나, 66, 176
차바, 54, 146
타파, 94, 148
자타, 52, 195
나차, 78, 156
아타, 42, 161
라아, 93, 187
마아, 53, 197
마나, 73, 159
파마, 51, 185
파자, 51, 179
타아, 53, 166
파다, 56, 196
아카, 55, 195
바바, 45, 164
차타, 83, 162
마다, 92, 142
카나, 55, 176
아라, 74, 189
마라, 98, 151
나사, 42, 144
타가, 88, 164
라파, 96, 141
다차, 73, 182
차가, 44, 151
카파, 62, 143
파차, 65, 178
차파, 55, 153
차카, 81, 181
자나, 72, 149
가타, 46, 167
다다, 76, 159
마바, 71, 148
바아, 75, 141
차차, 45, 164
다바, 74, 150
차바, 96, 152
가파, 72, 168
자라, 78, 165
다라, 58, 145
가라, 51, 140
파다, 89, 147
차카, 53, 188
마타, 72, 176
타라, 42, 186
바다, 75, 198
라차, 84, 143
타자, 47, 145
나차, 93, 154
마차, 76, 189
사라, 88, 159
